"","Engine.RPM.rpm.","Speed..OBD..km.h.","Speed..GPS..km.h.","Miles.Per.Gallon.Instant..mpg.","Intake.Air.Temperature..C.","Trip.average.MPG.mpg.","Trip.average.KPL.kpl.","Litres.Per.100.Kilometer.Instant..l.100km.","Acceleration.Sensor.Total..g.","Horsepower..At.the.wheels..hp.","Average.trip.speed.whilst.moving.only..km.h.","Trip.Time.Since.journey.start..s.","Distance.to.empty..Estimated..km.","Fuel.Remaining..Calculated.from.vehicle.profile....","Fuel.used..trip..l.","Average.trip.speed.whilst.stopped.or.moving..km.h.","Miles.Per.Gallon.Long.Term.Average..mpg.","Kilometers.Per.Litre.Long.Term.Average..kpl.","Litres.Per.100.Kilometer.Long.Term.Average..l.100km."
"1125",928,7,"7.23599958",11.31697845,37,"13.52208805","4.78681946","24.96072578",-0.01194546,"0.75449741","12.25827789",809,NA,NA,"0.41651553","9.46803093",20.50795937,7.2598176,13.7741642
"1126",1120,7,"6.98400021",8.26508236,37,"13.50386047","4.78036642","34.17751694",0.01429738,"0.65975571","12.18300629",814,NA,NA,"0.41943714","9.43797493",20.50008392,7.25703001,13.77945518
"1127",1120,7,"6.01199961",8.26508236,37,"13.50386047","4.78036642","34.17751694",-0.02148667,NA,"12.18300629",819,NA,NA,"0.41943714","9.43797493",20.50008392,7.25703001,13.77945518
"1128",1120,7,"15.80399895",8.26508236,37,"13.50386047","4.78036642","34.17751694",-0.00805955,"3.35990882","12.18300629",824,NA,NA,"0.41943714","9.43797493",20.50008392,7.25703001,13.77945518
"1129",2361,23,"22.10399818",512,37,"13.53736496","4.79222727","0",0.02029391,"10.02671719","12.21824074",829,NA,NA,"0.41943714","9.47222233",20.50094032,7.2573328,13.77888107
"1130",1483,29,"31.8239994",9.85598087,38,"13.52377987","4.78741837","28.66076851",0.08849607,"7.16415501","12.33656979",834,NA,NA,"0.42449102","9.57788944",20.49650192,7.25576162,13.78186321
"1131",1483,29,"32.50799942",9.85598087,38,"13.52377987","4.78741837","28.66076851",0.04800727,"7.16415501","12.33656979",839,NA,NA,"0.42449102","9.57788944",20.49650192,7.25576162,13.78186321
"1132",913,14,"13.67999935",512,38,"13.55695057","4.79916048","0",0.19036564,NA,"12.33656979",844,NA,NA,"0.42449102","9.57788944",20.49735641,7.25606441,13.7812891
"1133",1300,16,"13.89599895",512,38,"13.55695057","4.79916048","0",0.02626713,NA,"12.33225822",849,NA,NA,"0.42449102","9.58145332",20.49735641,7.25606441,13.7812891
"1134",2257,28,"0",15.29670334,38,"13.56332302","4.8014164","18.4667244",-0.00212462,"15.53347301","12.35369778",854,NA,NA,"0.42449102","9.60499954",20.49518967,7.25529718,13.78274536
"1135",1237,28,"0",38.50130081,38,"13.63252449","4.82591391","7.33689499",0.09001486,NA,"12.55095577",859,NA,NA,"0.43724924","9.77915668",20.49448586,7.2550478,13.78322029
"1136",912,4,"8.8920002",47.97793961,38,"13.87231922","4.91080093","5.8877058",0.06741853,NA,"12.58730125",864,NA,NA,"0.43929091","9.8143568",20.51648712,7.26283646,13.76843834
"1137",1252,15,"15.01200008",2.40126801,39,"13.79719353","4.8842063","117.6378479",0.02276448,"5.55742311","12.55520535",869,NA,NA,"0.44480821","9.80295563",20.50223351,7.25779057,13.77801132
"1138",1788,22,"21.63599968",29.01031685,38,"13.85133266","4.90337181","9.73722553",-0.00620164,"5.09705019","12.57366753",874,NA,NA,"0.44617224","9.83088207",20.50576591,7.25904083,13.77563763
"1139",2168,26,"24.98399925",18.71207047,39,"13.94844055","4.93774796","15.096138",-0.00311364,"5.21091509","12.73148155",879,NA,NA,"0.44834748","9.9878931",20.50892258,7.26015854,13.77351665
"1140",2624,33,"33.26399994",20.02311897,39,"13.96975517","4.94529343","14.10769272",0.08941378,NA,"12.82208633",884,NA,NA,"0.45100009","10.07228947",20.50872231,7.26008749,13.77365208
"1141",2099,40,"40.89599609",37.4759903,39,"14.03411388","4.96807623","7.53762627",0.01116542,"7.25223637","12.96036625",889,NA,NA,"0.45229459","10.19424438",20.5109539,7.26087809,13.7721529
"1142",896,28,"30.70799828",47.77368927,39,"14.17175865","5.01680231","5.91287804",-0.0189017,"7.76549292","13.04863262",894,NA,NA,"0.45579728","10.2703352",20.52205276,7.26480675,13.7647047
"1143",910,21,"19.87199974",54.5497551,39,"14.44927025","5.11504173","5.17839193",-0.21921042,NA,"13.16867447",899,NA,NA,"0.45811683","10.38479805",20.55018616,7.27476645,13.7458601
"1144",905,11,"13.6439991",42.72428513,39,"14.54610252","5.14932013","6.61169672",0.14724921,NA,"13.18918896",904,NA,NA,"0.45913234","10.40758324",20.55934906,7.27800989,13.7397337
"1145",1052,13,"11.44799995",20.75544357,39,"14.56729507","5.1568222","13.60992336",0.43794695,"2.01453757","13.16716385",909,NA,NA,"0.45913234","10.40330219",20.55943108,7.2780385,13.73968029
"1146",968,18,"19.36800003",10.35134792,39,"14.55585289","5.15277195","27.28919983",-0.00948703,"2.770612","13.19287872",914,NA,NA,"0.46206912","10.43661976",20.55309105,7.27579451,13.74391747
"1147",2752,34,"27.86399841",15.97491074,39,"14.56474876","5.15592098","17.68272781",-0.06199012,"12.61833477","13.23893833",919,NA,NA,"0.46448454","10.48598099",20.54923439,7.27442932,13.74649715
"1148",924,22,"24.62400055",34.30983353,39,"14.63100719","5.1793766","8.2332077",-0.05534558,NA,"13.30000019",924,NA,NA,"0.46647903","10.54079247",20.55490685,7.27643728,13.74270344
"1149",905,5,"4.5",27.48631096,39,"14.76543617","5.22696447","10.27711582",-0.12035737,NA,"13.3139534",929,NA,NA,"0.46722683","10.57736683",20.56663704,7.28058958,13.73486519
"1150",875,9,"9.1079998",6.50369644,39,"14.73798847","5.21724796","43.4337616",-0.02229995,"3.28302574","13.26878643",934,NA,NA,"0.46866739","10.55402279",20.56084824,7.27854013,13.73873329
"1151",954,12,"10.44000053",11.1575079,39,"14.74234295","5.21878958","25.31748009",0.04794197,"2.0721705","13.24137974",939,NA,NA,"0.47152236","10.54462242",20.55660057,7.27703667,13.74157238
"1152",925,8,"11.59200001",21.65363312,39,"14.76916122","5.22828293","13.04538631",-0.03092655,NA,"13.23782253",944,NA,NA,"0.4738667","10.54794502",20.55518341,7.27653456,13.74251938
"1153",827,9,"9.14400005",8.49779224,39,"14.7454977","5.21990633","33.24157715",-0.01821943,"1.27152908","13.15863991",949,NA,NA,"0.47639495","10.50904942",20.54506493,7.27295303,13.74928761
"1154",730,9,"11.62799931",17.00551796,39,"14.7796936","5.2320118","16.61107826",-0.03341685,"0.79759669","13.1408453",954,NA,NA,"0.47791687","10.50675678",20.54465485,7.27280807,13.74956131
"1155",717,9,"8.85599995",14.2847147,39,"14.78094959","5.23245621","19.77498245",0.13133894,NA,"13.11764717",959,NA,NA,"0.4808588","10.5",20.54009056,7.27119207,13.75261688
"1156",1288,16,"13.06799984",10.36340523,39,"14.76683617","5.22745991","27.25745201",0.07633264,"3.68609548","13.10027885",964,NA,NA,"0.48280498","10.49776745",20.5359211,7.26971626,13.75540924
"1157",980,13,"8.96399975",26.13247871,39,"14.80303192","5.24027348","10.80953693",-0.18932137,"3.81219816","13.09366417",969,NA,NA,"0.48280498","10.51548672",20.53821373,7.27052736,13.75387383
"1158",916,14,"21.27599907",13.69294548,39,"14.78879738","5.23523426","20.62960052",-0.0050037,"2.53923607","13.09890079",974,NA,NA,"0.48635465","10.52538586",20.53167915,7.2682147,13.75825119
"1159",1094,14,"17.02799988",5.32583761,40,"14.77298546","5.22963667","53.03954315",-0.05851385,"3.27375126","13.06539536",979,NA,NA,"0.48971716","10.5153513",20.52492905,7.26582432,13.76277637
"1160",943,8,"12.20400047",11.94546795,40,"14.74940777","5.22129059","23.64746094",0.03373343,"9.63310146","13.07336998",984,NA,NA,"0.494472","10.52735233",20.51714706,7.26307011,13.76799583
"1161",878,10,"11.26799965",7.0159626,40,"14.69869423","5.20333767","40.26247025",-0.00479836,"2.21353364","13.02425861",989,NA,NA,"0.49835822","10.5043478",20.50340462,7.25820494,13.77722454
"1162",925,10,"8.85599995",21.93966675,40,"14.72104263","5.21124887","12.87530899",-0.01568204,"2.65429807","13.0187664",994,NA,NA,"0.4994708","10.5108223",20.50399017,7.25841236,13.77683067
"1163",801,7,"8.17199993",18.11034775,40,"14.74606323","5.2201066","15.59771347",-0.13554752,NA,"12.97619057",999,NA,NA,"0.5001002","10.50321198",20.50259972,7.25792074,13.77776432
"1164",949,12,"9.28799915",11.78681755,40,"14.73006153","5.21444178","23.96575737",-0.11557675,"2.66582799","12.94736862",1004,NA,NA,"0.50116444","10.49040508",20.49577522,7.25550461,13.78235245
"1165",485,6,"9.53999996",22.86019516,40,"14.76827049","5.22796774","12.35684967",-0.28909105,"2.3231256","12.93229198",1009,NA,NA,"0.50193763","10.49894333",20.49621391,7.25565958,13.78205776
"1166",1324,16,"14.14799976",9.47805977,40,"14.75228786","5.22231007","29.80356979",0.05931845,"5.24867868","12.90155411",1014,NA,NA,"0.50311589","10.48421097",20.49173355,7.25407362,13.78507137
"1167",940,8,"9.07199955",31.02579117,40,"14.84925461","5.25663614","9.10468292",0.03114123,NA,"12.93076897",1019,NA,NA,"0.50374675","10.52818394",20.50018883,7.2570672,13.77938461
"1168",572,6,"5.07599974",8.15045929,40,"14.82919884","5.24953651","34.65817261",-0.02605523,"0.44138786","12.88775539",1024,NA,NA,"0.50561303","10.50311852",20.49517441,7.25529146,13.78275681
"1169",1221,8,"4.64399958",6.60300446,41,"14.76934242","5.2283473","42.78052521",0.13027473,"1.51096225","12.81313133",1029,NA,NA,"0.5089981","10.46185589",20.48009491,7.24995375,13.79290485
"1170",910,5,"5.72399998",13.60603333,41,"14.74659634","5.22029543","20.76137733",-0.02904759,"0.55197752","12.80352688",1034,NA,NA,"0.51149708","10.458848",20.47233963,7.24720812,13.79813004
"1171",937,3,"7.52399969",10.1196804,41,"14.71585464","5.20941257","27.91392517",0.00294747,NA,"12.74250031",1039,NA,NA,"0.51392442","10.42331314",20.4634552,7.24406338,13.80412006
"1172",919,0,NA,3.0084734,41,"14.6518631","5.18675947","93.89479828",0.01278108,NA,"12.71571064",1044,NA,NA,"0.51609129","10.40612221",20.44992065,7.23927212,13.81325626
"1173",956,0,"2.51999998",0,41,"14.64781284","5.1853261",NA,-0.01504337,NA,"12.71571064",1049,NA,NA,"0.51858032","10.34279919",20.44913292,7.23899317,13.81378841
"1174",805,0,"0",0,41,"14.64579773","5.18461227",NA,0.26044509,NA,"12.71571064",1054,NA,NA,"0.5206368","10.30101013",20.44874001,7.23885393,13.81405449
"1175",0,0,"1.18799996",0,41,"14.63978577","5.18248415",NA,0.00233206,NA,"12.71571064",1059,NA,NA,"0.52214938","10.17764473",20.44755936,7.23843622,13.81485176
"1176",1187.5,0,"0",0,24,NA,NA,NA,0.00881182,NA,NA,0,NA,NA,NA,NA,25.4177227,8.99787426,11.11350536
"1177",1187.5,0,"0",0,24,NA,NA,NA,-0.03859055,NA,NA,0,NA,NA,NA,NA,25.4177227,8.99787426,11.11350536
"1178",1174.75,0,"0",0,24,NA,NA,NA,0.00318549,NA,NA,0,NA,NA,NA,"0",25.4163208,8.9973774,11.11411858
"1179",1174.75,0,"0",0,24,NA,NA,NA,0.00632309,NA,NA,0,NA,NA,NA,"0",25.4163208,8.9973774,11.11411858
"1180",1174.75,0,"0",0,24,NA,NA,NA,-0.26334739,NA,NA,0,NA,NA,NA,"0",25.4163208,8.9973774,11.11411858
"1181",1149.75,0,"0",0,24,NA,NA,NA,0.03471107,NA,NA,0,"288.17184448","49.27365875","0.00172979","0",25.4149189,8.99688148,11.11473083
"1182",1133.25,0,"0",0,24,NA,NA,NA,-0.01646561,NA,NA,0,"288.15048218","49.27272415","0.00233736","0",25.41352081,8.99638653,11.11534309
"1183",1175.5,0,"0",0,24,NA,NA,NA,0.06936555,NA,NA,0,"288.13110352","49.27212143","0.00272889","0",25.41212273,8.99589157,11.1159544
"1184",1167.25,0,"0",0,24,NA,NA,NA,0.0003278,NA,NA,0,"288.1104126","49.27129745","0.00326586","0",25.41072655,8.99539757,11.11656475
"1185",1167.25,0,"0",0,24,NA,NA,NA,0.03465996,NA,NA,0,"288.08831787","49.27022552","0.0039612","0",25.40933228,8.99490356,11.1171751
"1186",1185,0,"0",0,24,NA,NA,NA,0.02315277,NA,NA,0,"288.08831787","49.27022552","0.0039612","0",25.40933228,8.99490356,11.1171751
"1187",1203.25,0,"0",0,24,NA,NA,NA,0.02756093,NA,NA,0,"288.06607056","49.26912308","0.00467766","0",25.40793991,8.99441147,11.1177845
"1188",1110,0,"0",0,24,NA,NA,NA,0.0406532,NA,NA,0,"288.04574585","49.26834488","0.0051838","0",25.40654945,8.99391842,11.11839294
"1189",886.75,4,"0",0,24,NA,NA,NA,-0.01239585,"1.067626","4",0,"288.02352905","49.26724243","0.00590102","0.44444445",25.4051609,8.99342728,11.11900043
"1190",1194,6,"0",5.35409355,24,"5.35409355","1.89534903","52.75963211",0.04326344,"1.35281074","5",1,"288.00076294","49.2660408","0.00668245","1",25.38216591,8.98528671,11.12907314
"1191",1304.75,2,"0",6.79675627,24,"6.07542467","2.15070033","41.56100082",0.04741593,"1.35281074","4",2,"287.73513794","49.26519394","0.00723105","1.09090912",25.36087799,8.97775078,11.13841534
"1192",1227.25,2,"0",2.1744132,24,"4.77508736","1.69038093","129.91091919",-0.0287558,"1.35281074","3.5",3,"287.48846436","49.26427841","0.0078272","1.16666663",25.33434868,8.96835899,11.15007973
"1193",1227.75,0,"0",2.78766942,24,"4.27823305","1.51449454","101.33196259",0.00461246,"1.35281074","3.5",4,"287.18109131","49.26313782","0.00856918","1.07692313",25.3085804,8.95923805,11.16143227
"1194",1227.75,0,"0",2.78766942,24,"4.27823305","1.51449454","101.33196259",0.01437733,"1.35281074","3.5",5,"287.18109131","49.26313782","0.00856918","1.07692313",25.3085804,8.95923805,11.16143227
"1195",1031.25,0,"0",0,24,"4.23748779","1.50007069",NA,-0.05017142,NA,"3.5",6,"286.88195801","49.26192856","0.00935483","1",25.3072052,8.95875072,11.1620388
"1196",1059.25,0,"0",0,24,"4.20385695","1.48816538",NA,-0.10270845,NA,"3.5",7,"286.86035156","49.26089478","0.010027","0.93333334",25.30583191,8.95826435,11.16264439
"1197",1101.75,0,"0",0,24,"4.15040684","1.469244",NA,0.00885348,NA,"3.5",8,"286.82211304","49.25967789","0.01081736","0.875",25.30308723,8.95729351,11.1638546
"1198",1119,0,"0",0,24,"4.15040684","1.469244",NA,-0.00324929,NA,"3.5",9,"286.82211304","49.25967789","0.01081736","0.82352942",25.30308723,8.95729351,11.1638546
"1199",1115,0,"0",0,24,"4.12844706","1.46147013",NA,0.00651427,NA,"3.5",10,"286.79989624","49.25852966","0.01156346","0.77777779",25.30171776,8.95680809,11.16445923
"1200",1067.25,0,"0",0,24,"4.10878754","1.45451081",NA,0.01548744,NA,"3.5",11,"286.77828979","49.25748825","0.01224166","0.77777779",25.30035019,8.95632458,11.1650629
"1201",1108.25,0,"0",0,24,"4.09100056","1.44821417",NA,0.00708469,NA,"3.5",12,"286.75921631","49.25687027","0.01264164","0.69999999",25.29898453,8.95584106,11.16566563
"1202",1139,0,"0",0,24,"4.07476664","1.44246733",NA,0.0172486,NA,"3.5",13,"286.74023438","49.25627136","0.01303193","0.66666669",25.29762077,8.95535755,11.1662674
"1203",1079.75,0,"0",0,24,"4.05984068","1.43718362",NA,0.00540884,NA,"3.5",14,"286.71884155","49.25524521","0.01369756","0.63636363",25.29625702,8.95487499,11.16686916
"1204",1047.5,0,"0",0,24,"4.04603148","1.4322952",NA,0.00880453,NA,"3.5",15,"286.69921875","49.25453186","0.01416154","0.60869563",25.29489708,8.95439339,11.16746998
"1205",766,0,"0",0,24,"4.03318691","1.4277482",NA,0.00030061,NA,"3.5",16,"286.6774292","49.25343704","0.0148742","0.60869563",25.29353714,8.95391178,11.16806984
"1206",1074.25,0,"0",0,24,"4.02118349","1.42349899",NA,0.01869146,NA,"3.5",17,"286.65756226","49.25267029","0.01537206","0.56",25.29217911,8.95343113,11.1686697
"1207",1236.5,0,"0",0,24,"4.00991964","1.41951156",NA,0.02515841,NA,"3.5",18,"286.63772583","49.25191116","0.01586564","0.53846157",25.29082298,8.95295143,11.16926861
"1208",1314.75,0,"0",0,24,"3.99931145","1.41575623",NA,0.00830007,NA,"3.5",19,"286.61621094","49.25085068","0.01655482","0.51851851",25.28946877,8.95247173,11.16986752
"1209",1271,0,"0",0,24,"3.98928809","1.41220796",NA,0.05438089,NA,"3.5",20,"286.59667969","49.25013733","0.01701947","0.5",25.28811455,8.95199299,11.17046452
"1210",1204.5,0,"0",0,24,"3.97978973","1.40884554",NA,-0.00182087,NA,"3.5",21,"286.57714844","49.24941254","0.01748919","0.48275861",25.28676414,8.95151424,11.17106152
"1211",1167.75,0,"0",0,24,"3.97076535","1.40565097",NA,0.00399115,NA,"3.5",22,"286.5557251","49.24836349","0.01817093","0.46666667",25.28541374,8.95103645,11.17165852
"1212",1175.5,0,"0",0,24,"3.9621706","1.40260839",NA,-0.00811396,NA,"3.5",23,"286.53689575","49.24775696","0.0185672","0.45161289",25.28406525,8.95055962,11.17225361
"1213",1139.25,0,"0",0,24,"3.95396733","1.39970446",NA,-0.00174491,NA,"3.5",24,"286.51794434","49.24712753","0.01897646","0.4375",25.28271866,8.95008278,11.1728487
"1214",1150.25,0,"0",0,24,"3.94612217","1.39692724",NA,0.03222772,NA,"3.5",25,"286.49649048","49.24605942","0.01966983","0.4375",25.28137398,8.94960594,11.17344379
"1215",1150.25,0,"0",0,24,"3.94612217","1.39692724",NA,0.00711762,NA,"3.5",26,"286.49649048","49.24605942","0.01966983","0.42424244",25.28137398,8.94960594,11.17344379
"1216",1142.75,0,"0",0,24,"3.93860579","1.39426649",NA,0.03853992,NA,"3.5",27,"286.47402954","49.24482346","0.02047386","0.41176471",25.2800293,8.94913101,11.17403698
"1217",1076,0,"0",0,24,"3.93139219","1.39171278",NA,0.16916627,NA,"3.5",28,"286.45178223","49.2436142","0.02125789","0.41176471",25.27868843,8.94865513,11.17463017
"1218",1076,0,"0",0,24,"3.93139219","1.39171278",NA,0.02114669,NA,"3.5",29,"286.45178223","49.2436142","0.02125789","0.40000001",25.27868843,8.94865513,11.17463017
"1219",95.25,0,"0",0,24,"3.91778421","1.38689566",NA,-0.0813411,NA,"3.5",30,"286.4078064","49.2412796","0.02277704","0.3888889",25.27600861,8.94770718,11.17581558
"1220",0,0,"0",0,24,"3.9113512","1.38461828",NA,-0.10937911,NA,"3.5",31,"286.4078064","49.2412796","0.02277704","0.36842105",25.27467155,8.9472332,11.17640686
"1221",0,0,"0",0,24,"3.90514255","1.38242054",NA,0.0128451,NA,"3.5",32,"286.4078064","49.2412796","0.02277704","0.36842105",25.2733345,8.94676113,11.17699718
"1222",0,0,"0",0,24,"3.89914393","1.38029695",NA,0.13127452,NA,"3.5",33,"286.4078064","49.2412796","0.02277704","0.35897437",25.27200127,8.94628811,11.17758751
"1223",0,0,"0",0,24,"3.89914393","1.38029695",NA,0.02812425,NA,"3.5",34,"286.4078064","49.2412796","0.02277704","0.34999999",25.27200127,8.94628811,11.17758751
"1224",0,0,"0",0,24,"3.89334178","1.37824297",NA,0.02859255,NA,"3.5",35,"286.4078064","49.2412796","0.02277704","0.34146342",25.27066803,8.94581699,11.17817688
"1225",1633.25,0,"1.83599997",0,24,"3.88227868","1.37432659",NA,0.00218478,NA,"3.5",36,"286.31091309","49.24022293","0.02346368","0.33333334",25.26800728,8.94487476,11.17935371
"1226",2080,0,"3.27600002",0,25,"3.88227868","1.37432659",NA,0.01430162,NA,"3.5",37,"286.31091309","49.24022293","0.02346368","0.3255814",25.26800728,8.94487476,11.17935371
"1227",2037.5,0,"4.86000013",0,25,"3.87699652","1.37245679",NA,0.01949925,NA,"3.5",38,"286.28469849","49.23830795","0.02470844","0.31818181",25.26667976,8.9444046,11.17994118
"1228",2015.5,0,"0.792",0,25,"3.87186837","1.37064135",NA,0.00227756,NA,"3.5",39,"286.26364136","49.23727036","0.02538279","0.31111112",25.26535225,8.94393539,11.18052864
"1229",1768.75,0,"0",0,24,"3.86688519","1.36887729",NA,-0.01454492,NA,"3.5",40,"286.2401123","49.23581314","0.02633046","0.30434781",25.26402855,8.94346619,11.18111515
"1230",1366.5,0,"0",0,24,"3.86203933","1.36716199",NA,0.03314124,NA,"3.5",41,"286.21600342","49.2342453","0.02734933","0.29787233",25.26270485,8.94299698,11.18170071
"1231",1192.5,0,"0",0,24,"3.85732388","1.3654927",NA,-0.03134541,NA,"3.5",42,"286.19604492","49.23339081","0.02790419","0.29166666",25.26138306,8.94252968,11.18228626
"1232",1015.5,0,"0",0,24,"3.85273194","1.36386704",NA,0.0559551,NA,"3.5",43,"286.17608643","49.2325325","0.02846316","0.2857143",25.26006126,8.94206238,11.18286991
"1233",901,2,"0",0,24,"3.84825706","1.36228299",NA,-0.00154211,"0.42265055","3.20000005",44,"286.15490723","49.23146439","0.02915577","0.31999999",25.25874329,8.94159508,11.18345451
"1234",980.25,2,"3.4920001",2.74682236,24,"3.82203245","1.35299945","102.83882904",0.00010795,"0.42265055","3.20000005",45,"286.13259888","49.23019791","0.02997905","0.31999999",25.23408699,8.9328661,11.19438171
"1235",1019,5,"4.96799994",5.15927315,24,"3.85313106","1.36400843","54.7518959",0.0345299,"0.90117258","3.57142854",46,"285.84909058","49.22947311","0.03044992","0.48076922",25.21212196,8.92509174,11.20413399
"1236",1048.5,6,"6.51599979",6.07185221,24,"3.90355659","1.38185906","46.52287292",0.05688848,"1.10935664","3.875",47,"285.59573364","49.2286911","0.03095909","0.58490568",25.19120407,8.91768646,11.21343803
"1237",1188.5,8,"7.41599941",7.2351613,24,"3.97759223","1.4080677","39.04266739",0.07877059,"1.69554937","4.33333349",48,"285.35116577","49.22737885","0.03181218","0.72222221",25.17160225,8.91074657,11.22217083
"1238",1188.5,8,"9.86399937",7.82967997,24,"4.06133318","1.43771195","36.07810211",0.05000944,"1.69554937","4.33333349",49,"285.11941528","49.22570038","0.03290174","0.72222221",25.15268898,8.90405178,11.23060799
"1239",2367.25,16,"15.22799969",14.43564034,24,"4.28206301","1.51585042","19.5682354",0.03632714,"14.18709087","5.5",50,"284.89910889","49.22464752","0.03358619","1",25.14101601,8.89991951,11.23582268
"1240",1926.25,13,"12.45599937",13.16170979,24,"4.4670558","1.58133781","21.46225548",-0.00243131,"14.18709087","6.91666651",51,"284.76034546","49.22351837","0.03432128","1.4561404",25.12798119,8.89530468,11.24165154
"1241",1926.25,13,"12.67199993",12.66170597,24,"4.63429356","1.64054","22.30978966",-0.01066643,"14.18709087","6.91666651",52,"284.60327148","49.2218895","0.03538069","1.4561404",25.11442947,8.89050865,11.2477169
"1242",1888.75,13,"10.54800034",12.91309643,24,"4.79986954","1.6991539","21.87546539",0.01230165,"14.18709087","7.38461542",53,"284.4430542","49.2207222","0.03613904","1.65517247",25.10118294,8.88581848,11.25365353
"1243",2108,8,"9.39599895",12.91309643,24,"4.79986954","1.6991539","21.87546539",0.05022634,NA,"7.42857122",54,"284.4430542","49.2207222","0.03613904","1.76271188",25.10118294,8.88581848,11.25365353
"1244",1931.25,6,"7.27199984",8.82881832,24,"4.87886858","1.72711957","31.99522018",-0.00670446,NA,"7.33333349",55,"284.28509521","49.21934891","0.03703064","1.83333337",25.08353233,8.87957096,11.26157188
"1245",1708,5,"4.64399958",7.52878237,24,"4.92982864","1.74515927","37.5200119",-0.04235789,NA,"7.1875",56,"284.08016968","49.21848297","0.03759532","1.88524592",25.06451416,8.87283802,11.27011681
"1246",1420.25,4,"3.41999984",6.30582047,24,"4.95579052","1.75434995","44.79670715",-0.03250104,NA,"7",57,"283.85839844","49.21737289","0.03831642","1.9193548",25.04421234,8.86565113,11.27925301
"1247",1284.5,3,"2.33999991",5.85006094,24,"4.97235107","1.7602123","48.28667831",0.05239372,NA,"6.77777767",58,"283.62405396","49.21660614","0.03881432","1.93650794",25.0234623,8.85830593,11.28860569
"1248",2376.75,2,"2.59200001",3.08714962,24,"4.93807507","1.74807847","91.50187683",-0.05311992,NA,"6.52631569",59,"283.38113403","49.21522903","0.03970875","1.9375",24.99977303,8.84991932,11.29930305
"1249",1408.25,3,"3.31200004",1.32272017,24,"4.87351513","1.72522426","213.55990601",-0.02607451,"0.32359678","6.3499999",60,"283.09814453","49.21266937","0.04137215","1.9538461",24.97423172,8.84087753,11.31085873
"1250",1408.25,3,"4.28399992",2.29440975,24,"4.82826757","1.7092067","123.11663818",0.04246798,"0.32359678","6.3499999",61,"282.79803467","49.21077728","0.04260332","1.9538461",24.94979095,8.8322258,11.32193851
"1251",1093.25,8,"5.39999962",7.62077427,24,"4.8764143","1.72625065","37.06710052",-0.17653449,"2.14966416","6.409091",62,"282.51690674","49.21001434","0.04309817","2.10447764",24.93113708,8.82562256,11.33040905
"1252",1304.75,8,"6.58799982",9.45760632,24,"4.95406151","1.75373781","29.86802483",-0.04427865,"1.36986756","6.47826099",63,"282.30041504","49.20909882","0.04369487","2.19117641",24.91449928,8.81973267,11.3379755
"1253",1304.75,8,"7.84800005",10.22296619,25,"5.04187632","1.78482425","27.63190079",-0.05789369,"1.36986756","6.47826099",64,"282.10455322","49.207798","0.04454041","2.19117641",24.89871979,8.814147,11.34516144
"1254",1756.5,7,"4.32000017",8.0192585,25,"5.09068584","1.80210292","35.22520447",0.00688334,"1.36986756","6.5",65,"281.92025757","49.20681381","0.04517945","2.2608695",24.8806076,8.80773544,11.35342026
"1255",1804,4,"1.25999999",8.0192585,25,"5.09068584","1.80210292","35.22520447",0.01998151,"1.36986756","6.4000001",66,"281.92025757","49.20681381","0.04517945","2.28571439",24.8806076,8.80773544,11.35342026
"1256",1562.5,4,"0.89999998",4.79227781,24,"5.08587313","1.80039907","58.94482803",0.00873442,NA,"6.30769253",67,"281.70840454","49.20563126","0.0459477","2.30985904",24.85907745,8.80011368,11.36325359
"1257",1317,0,"0",5.3174715,24,"5.08954906","1.80170047","53.12299347",0.00573846,NA,"6.30769253",68,"281.45983887","49.20479202","0.0464931","2.27777767",24.83815575,8.79270649,11.37282562
"1258",1152.75,0,"0",0,24,"5.0857625","1.80035985",NA,0.00764487,NA,"6.30769253",69,"281.21713257","49.20376968","0.04715782","2.24657536",24.83688927,8.79225922,11.3734045
"1259",1114.25,0,"0",0,24,"5.0820365","1.79904091",NA,0.00196316,NA,"6.30769253",70,"281.19790649","49.20291519","0.04771371","2.21621633",24.8356266,8.79181194,11.37398338
"1260",1111,0,"0",0,24,"5.07836962","1.79774296",NA,-0.00165122,NA,"6.30769253",71,"281.18029785","49.20233536","0.04808979","2.18666673",24.83436394,8.79136467,11.37456131
"1261",1114.5,0,"0",0,25,"5.07476044","1.79646516",NA,0.00090273,NA,"6.30769253",72,"281.16204834","49.2016449","0.04853912","2.15789485",24.83310318,8.79091835,11.37513924
"1262",1100.25,0,"0",0,25,"5.07120657","1.79520714",NA,-0.06721179,NA,"6.30769253",73,"281.14221191","49.20067215","0.04917232","2.12987018",24.83184433,8.79047298,11.37571526
"1263",1100.25,0,"0",0,25,"5.07120657","1.79520714",NA,0.0069409,NA,"6.30769253",74,"281.14221191","49.20067215","0.04917232","2.12987018",24.83184433,8.79047298,11.37571526
"1264",1099.5,0,"0",0,25,"5.06425953","1.79274786",NA,-0.01872873,NA,"6.30769253",75,"281.10412598","49.19899368","0.05026236","2.1025641",24.82933044,8.78958225,11.37686729
"1265",1106.25,0,"0",0,25,"5.06086302","1.79154551",NA,-0.02042508,NA,"6.30769253",76,"281.08657837","49.19841003","0.05064109","2.04999995",24.82807541,8.78913879,11.37744331
